name,bio,sponsers,insta-followers,insta-rank,yt-views,yt-rank,funded,paid,backers
Jalen Holman,"Regular,  Age 21,  Seattle USA",None.,,,,,$0,$0,0
Jacob Haffner,"Regular,  Age 19,  Huntington Beach USA",None.,162,"3,512",0,0,$0,$0,0
Jacob Hall,"Goofy,  Age 20,  Cincinatti USA",None.,,,,,$0,$0,0
Jackie Harris,"Goofy,  Age 23,  Daytona USA",XXX Skateboards.,,,,,$0,$0,0
Jacman Hinss,"Age 21,  Euroa AUS","Volume Bike, Demolition Parts, BMX Militia, Connections BMX.","5,498",993,0,0,$0,$0,0
Jack Hardgrove,"Goofy,  Age 12,  Gilbert USA",None.,,,,,$0,$0,0
Jack Hunt,"Regular,  Age 11,  Fairfax USA",None.,,,,,$0,$0,0
Jacob Hayes,"Goofy,  Age 25,  Birmingham USA","Real Skateboards, Spitfire Wheels, NB Numeric, Brixton, Faith Skate Supply.","38,484",315,"273,686",407,$0,$0,0
Jack Horn,"Regular,  Age 15,  Baton Rouge USA",None.,,,,,$0,$0,0
Skyler Edwards,"Age 17,  Denver USA",None.,,,,,$0,$0,0
Jack Haggerty,"Goofy,  Age 17,  Melbourne USA",None.,,,,,$0,$0,0
Ivo Hoogendijk,NLD,None.,,,,,$0,$0,0
Ivo Hoogenraad,"Age 16,  Utrecht NLD","Skatepark Utrecht, Supervet.",,,,,$0,$0,0
Ivan Hernandez,"Regular,  Age 22,  Guadalajara MEX",6th Ave.,,,,,$0,$0,0
Jacob Hartswell,"Goofy,  Age 18,  Ann Arbor USA",None.,,,,,$0,$0,0
Itzel Hernandes,MEX,None.,,,,,$0,$0,0
Issa Hassan,"Regular,  Age 20,  Perth AUS",Beyond Skate Shop.,,,,,$0,$0,0
Jackson Hocutt,"Goofy,  Age 13,  Cypress USA",None.,,,,,$0,$0,0
Jack Hoppe,"Regular,  Age 25,  Ft. Lauderdale USA","Flipside, Red Hatchet.",,,,,$0,$0,0
J.J. HAmilton,"Regular,  Age 26,  Torrence USA",None.,,,,,$0,$0,0
Isaiah Hooten,"Goofy,  Age 20,  Dallas USA",None.,,,,,$0,$0,0
Isaac Hernandez Heredia,"Goofy,  Age 21,  Guadalajara MEX","Virtud Skateboard, Equis Footwear.","1,419","1,939",0,0,$0,$0,0
Irving Hernandez Campas,"Goofy,  Age 25,  Phoenix USA",None.,,,,,$0,$0,0
Im Hyunseong,"Regular,  Age 10,  Seoul KOR",Heaps Skateboards.,631,"2,841",0,0,$0,$0,0
Ian Hocutt,"Goofy,  Age 13,  Houston USA",Truthriders.,,,,,$0,$0,0
Hunter Hallman,"Regular,  Age 31,  Kansas City USA",None.,,,,,$0,$0,0
Hunter Hancock,"Regular,   Scottsbluff USA",None.,,,,,$0,$0,0
Isaiah Harris,"Regular,  Age 22,  Las Vegas USA",None.,,,,,$0,$0,0
Jacob Hudson,"Goofy,  Age 27,  Bokarina AUS",None.,335,"3,279",0,0,$0,$0,0
Hunter Harlan,"Regular,  Age 16,  Houston USA","Select Skate Shop, Lakai (flow), Baker (flow).",,,,,$0,$0,0
Ilium Hannah,"Goofy,  Age 15,  Adelaide AUS",None.,,,,,$0,$0,0
Hunter Herman,"Regular,  Age 17,  Oxnard USA",None.,,,,,$0,$0,0
Reuben Els,"Regular,  Age 27,  Pretoria ZAF",None.,,,,,$0,$0,0
Hjalte Halberg,"Goofy,  Age 30,  Copenhagen DNK","Street Machine, Nike, Polar.","40,995",298,"335,572",376,$0,$0,0
Rehnaldo Esterhuien,"Regular,   Kuruman ZAF",None.,,,,,$0,$0,0
Hunter Huber,"Regular,  Age 16,  Coon Rapids USA",None.,,,,,$0,$0,0
Jack Harmon,"Regular,  Age 5,  Lenoir City USA",None.,,,,,$0,$0,0
Ralf Edlinger,"Regular,  Age 34,  Mils AUT","Textil Rauscher Ges.mbH (x-Double), Muckefuck, gloryfy, levis, losermachine, destructo.",,,,,$0,$0,0
Phillip Elizalde,"Regular,  Age 26,  Whittier USA","Element (flow), Converse (flow), Active West Covina.",471,"3,066","2,980","1,347",$0,$0,0
Irvin Hernandez,"Goofy,  Age 25,  Cananea MEX",None.,,,,,$0,$0,0
Pete Eldridge,"Goofy,  Age 36,  Pennington USA","adidas, Cliche.","11,780",677,"409,992",346,$0,$0,0
Paul Erhenberg,USA,None.,,,,,$0,$0,0
Hayden Harlan,"Regular,  Age 13,  Houston USA",Select Skate Shop.,,,,,$0,$0,0
Patrick Eling,"Age 39,  Hamburg DEU",Over.,,,,,$0,$0,0
Rafael Escobar,"Regular,  Age 20,  REston USA",None.,,,,,$0,$0,0
Oscar Evans,Norwich GBR,None.,,,,,$0,$0,0
Hunter Hawkinberry,"Goofy,  Age 20,  Bradenton USA","Z-East Skateboards, FORM.",,,,,$0,$0,0
Patrick Ehengu,"Age 19,  Durban ZAF",None.,,,,,$0,$0,0
Peejay Encina,"Goofy,  Age 23,  San Diego USA",None.,,,,,$0,$0,0
Okenson Evan,Phoenix USA,"Send Help, Cowtown.",,,,,$0,$0,0
Oscar Escauriza,"Regular,   San Antonio de los Altos VEN",RATASECA.,,,,,$0,$0,0
Noah Eastwood,"Regular,  Age 20,  Vancouver CAN",None.,,,,,$0,$0,0
Noah Elam,USA,"Santa Cruz,Street Science, SBS Clothing, DSC Clothing, Bombas Socks.",,,,,$0,$0,0
Oli Eaton,"Regular,   Mesa USA",None.,,,,,$0,$0,0
Paco Elles,"Regular,  Age 33,  Köln DEU","Nike SB, Trap Skateboards, Matix, Basta.",,,,,$0,$0,0
Oscar Jomart Escareno Tovar,MEX,None.,,,,,$0,$0,0
Philip Eidenborg,"Goofy,  Age 19,  Göteborg SWE","Hollywood Store, Stach Griptape, Sweetsktbs.",688,"2,753",0,0,$0,$0,0
Nina Eddo,USA,None.,,,,,$0,$0,0
Norbert Elliott,"Goofy,  Age 24,  San Francisco USA",Myself. Ron Allen. Oakland CA..,954,"2,407",0,0,$0,$0,0
Nia Enos,"Goofy,  Age 17,  Phoenix USA",None.,,,,,$0,$0,0
Nick Ehrlich,"Regular,  Age 22,  Venice USA",None.,,,,,$0,$0,0
Muhammad Elarbi,"Regular,  Age 17,  San Diego USA","Route 44 Skate Shop, The Boss Apparel, Xsories, DDMG, The Kayo Corp.","5,645",980,0,0,$0,$0,0
Miles Evarian,"Goofy,  Age 22,  PHX USA",None.,,,,,$0,$0,0
Nnamuchi Emmanuel,"Regular,  Age 23,  Pointenoir COG",None.,,,,,$0,$0,0
Nick Elliott,"Age 16,  Oak Ridge USA",None.,,,,,$0,$0,0
Mikey Edsasll,"Goofy,  Age 18,  Riverview USA",None.,,,,,$0,$0,0
Mike Elias,"Goofy,  Age 24,  Corpus Christi USA",Cabbage Crew.,"2,411","1,472",0,0,$0,$0,0
Nathan Elliot,"Regular,  Age 20,  Austin USA","Peep Game, Thee Block, Blenders Eyewear.","1,868","1,680",0,0,$0,$0,0
Mike Escamilla,"Age 40,  Burbank USA",None.,,,,,$0,$0,0
Micheal Eddy,"Goofy,  Age 24,  Phoenix USA",Cowtown.,,,,,$0,$0,0
Miguel Esparza,"Regular,  Age 46,  Austin USA",Liquor Bikes Crew.,,,,,$0,$0,0
Mikey Edsall,"Goofy,  Age 18,  Balm USA",None.,,,,,$0,$0,0
MItchell Engstrom,Ocoee USA,None.,,,,,$0,$0,0
Mika Edin,"Goofy,   Stockholm SWE","Bellows Skateboards, Adidas Skateboarding, Wesc, MOB Grip, Independent, Bliss Wheels.",,,,,$0,$0,0
Nick Eddington,"Regular,  Age 21,  Buffalo USA",None.,,,,,$0,$0,0
Nito Escalante,MEX,None.,,,,,$0,$0,0
Michael Escobar,"Regular,  Age 25,  Phoenix USA",None.,,,,,$0,$0,0
Hanzi Hellebrand,CZE,None.,,,,,$0,$0,0
Peter Eich,"Regular,  Age 22,  Munich DEU","Boarders Shop, Zoo York.",261,"3,378",0,0,$0,$0,0
Hamish Haslam,AUS,None.,,,,,$0,$0,0
Haeden Hill,"Regular,  Age 16,  Oklahoma City USA",None.,,,,,$0,$0,0
Michael Enos,"Goofy,  Age 21,  Folson USA",None.,,,,,$0,$0,0
Haedan Hill,"Regular,  Age 16,  Oklahoma City USA",None.,,,,,$0,$0,0
Guy Hoffman,"Regular,  Age 55,  Satellite Beach USA",None.,"
                ","
                ",,,$0,$0,0
Michael Scott Esquer,USA,None.,,,,,$0,$0,0
Michael Eschmann,"Regular,  Age 19,  Miami USA",None.,,,,,$0,$0,0
Hanna Himes,"Regular,  Age 13,  Boca Raton USA",Island Water Sport Team.,33,"3,635","1,721","1,426",$0,$0,0
gunner hertenstwin,"Goofy,  Age 15,  Oceanside USA",None.,,,,,$0,$0,0
Gregory Holt,"Goofy,  Age 18,  Deerfield Beach USA","Emerica flow , Remindinsoles , bones bearings , El señor , Neff , Bc surf and sports , Stance.","
                ","
                ",,,$0,$0,0
Greg Harris,"Regular,  Age 26,  Palmdale USA","Active, DVS, Cali Wide Apparel.",,,,,$0,$0,0
Gerardo Hernandez,"Goofy,  Age 26,  LA USA",None.,,,,,$0,$0,0
Gilbert Huetra,"Regular,  Age 33,  Ontario USA",None.,,,,,$0,$0,0
George Halas,"Regular,  Age 44,  Lakeland USA",None.,,,,,$0,$0,0
George Hufnagel,"Regular,   Cliffside Park USA",None.,,,,,$0,$0,0
Harry Hempstead,"Regular,  Age 17,  Woolooware AUS",None.,666,"2,788",0,0,$0,$0,0
George Hemp,"Goofy,  Age 25,  Indianapolis USA",None.,,,,,$0,$0,0
GAvin Hoogerheide,"Age 12,  Port Richey USA",None.,,,,,$0,$0,0
Gerald Henderson,"Regular,  Age 20,  Los Angeles USA",None.,,,,,$0,$0,0
Gavin Hurteau,"Regular,  Age 12,  San Diego USA",None.,,,,,$0,$0,0
Grant Huggins,AUS,None.,,,,,$0,$0,0
Garrett Hanson,"Regular,  Age 16,  Tucson USA",None.,,,,,$0,$0,0
Greg Holt,Deerfield Beach USA,"OhCake, BC Surf & Sport, Emerica, Stance Socks, Neff, Remind insoles.",,,,,$0,$0,0
Greg Hum,FRA,None.,,,,,$0,$0,0
Gard Hvaara,"Regular,  Age 20,  Larvik NOR","Red Bull, Boardshop, DC, Almost.","3,133","1,291",0,0,$0,$0,0
Gabin Herman,FRA,None.,,,,,$0,$0,0
Gary Holmgren,"Goofy,  Age 21,  Oakdale USA",None.,"1,715","1,740","1,159","1,465",$0,$0,0
Gabe Heiserman,"Goofy,  Age 16,  Lincoln USA",None.,,,,,$0,$0,0
Haruto Hoshino,"Regular,  Age 16,  Tokyo JPN","Mara saki Sports, Ninja Bearings.",,,,,$0,$0,0
Frankie Hernandez,"Regular,   Mesa USA","Oddity Skate Apparel, Witch Grip.",,,,,$0,$0,0
Garrett Hill,"Goofy,  Age 30,  Vista USA","Theeve, Ashbury, Streakers Wheels.","77,235",179,"857,774",229,$0,$0,0
Freddy Hall,"Goofy,  Age 22,  Dallas USA",None.,,,,,$0,$0,0
Francis Haines,USA,None.,,,,,$0,$0,0
Michael Eliopoulos,"Goofy,  Age 13,  Toronto CAN",None.,,,,,$0,$0,0
Meelis Erm,EST,Tikari Skate Shop.,,,,,$0,$0,0
Frankie Heck,"Goofy,  Age 24,  Hurst USA","Spitfire Wheels, Thunder Trucks, Altamont, Cons, Index Skate Shop, Diamond, Bronson Speed Co, Stance, Shake Junt.","15,451",578,"356,520",366,$0,$0,0
Frazier Hudson,"Goofy,  Age 31,  Baton Rouge USA",None.,,,,,$0,$0,0
Matt Eberle,"Goofy,  Age 23,  Jacksonville USA",None.,,,,,$0,$0,0
Marvin Enzinger,"Regular,  Age 19,  Innsbruck AUT",None.,639,"2,830",0,0,$0,$0,0
Mason Elsasser,"Goofy,  Age 22,  Denver USA",None.,913,"2,461","3,261","1,331",$3,$0,2
Finn Hobbis,"Regular,  Age 19,  Kingston GBR",None.,,,,,$0,$0,0
Matthew Eliopoulos,"Goofy,  Age 9,  Toronto CAN",None.,,,,,$0,$0,0
Malik Euzebe,USA,None.,,,,,$0,$0,0
Makhi Eames,"Regular,  Age 19,  Baton Rouge USA",None.,,,,,$0,$0,0
Maddex Evans,"Goofy,  Age 10,  Nashville USA",None.,,,,,$0,$0,0
Matt Edwards,"Goofy,  Age 19,  Gainesville USA",None.,,,,,$0,$0,0
Marcus Eich,"Goofy,  Age 22,  Munich DEU","Boarders Shop, Zoo York.",,,,,$0,$0,0
Martin Espinoza,"Regular,  Age 26,  Benito Juarez MEX","ADIDAS, Delirium Skateboards, Wild Hardware.",712,"2,709",0,0,$0,$0,0
McGwire Ebbrect,"Goofy,  Age 16,  Kansas City USA",None.,,,,,$0,$0,0
Freddie Hazelton,Sydney AUS,None.,,,,,$0,$0,0
Luis Eduardo Espinosa Pérez,"Age 21,  Guanajuato MEX",None.,,,,,$0,$0,0
Logan Eads,"Goofy,  Age 19,  Charleston USA",None.,"2,772","1,367","1,050","1,483",$0,$0,0
Lawrence Ejismekwu,"Goofy,  Age 15,  Chicago USA",None.,,,,,$0,$0,0
Lance Evans,"Goofy,  Age 21,  Chicago USA",None.,,,,,$0,$0,0
Kyle Eastman,"Regular,  Age 16,  Lake Fairfax USA",None.,,,,,$0,$0,0
Kyle Eggin,"Regular,  Age 20,  Parker USA",None.,,,,,$0,$0,0
Lucas Erlebach,"Goofy,  Age 25,  Boise USA","Prestige Skateshop, Converse, Scum Co, FTC.",,,,,$0,$0,0
Lima Eltham,"Age 30,  Oxford GBR",None.,,,,,$0,$0,0
Kyle Eggen,"Regular,  Age 20,  Denver USA","Nike, BC Surf and Sport.",,,,,$0,$0,0
Kristjan Eier,EST,None.,,,,,$0,$0,0
Martin Espindola,"Goofy,  Age 27,  Clovis USA",None.,,,,,$0,$0,0
Gary Hillegas,"Goofy,  Age 39,  Allentown USA",Homebase.,,,,,$0,$0,0
Kobe Enrique,Kapolei USA,"Miontai, 808skate, Volcom, Vans, Independent Trucks.",,,,,$0,$0,0
Lui Elliott,"Goofy,  Age 23,  Pasadena USA","HUF, Diamond, Krooked, Oakley, Bones Swiss, Spitfire.",,,,,$0,$0,0
Kerem Elver,"Goofy,  Age 33,  Berlin DEU",MOB Skateboards.,,,,,$0,$0,0
Kristin Ebeling,"Goofy,  Age 28,  Seattle USA","Meow, Jivaro, Evo, Rockstar, TheSkateWitches, Pugsly Sticker Co..","4,640","1,068","26,631",837,$0,$0,0
Larry Edgar,"Age 24,  Corona USA","Vans, Stay Strong BMX, Ride100%, Fly Bikes.","47,119",259,"6,378","1,197",$0,$0,0
Keoni Endrina,"Regular,  Age 22,  Las Vegas USA",None.,,,,,$0,$0,0
Kristian Evtiomov,Sofia BGR,"Blokshop, Suspect shop.",,,,,$0,$0,0
Kade Ehinger,"Goofy,  Age 9,  Peoria USA",None.,,,,,$0,$0,0
Kenneth Evangelista,"Goofy,  Age 25,  Olongapo PHL","85IVE2 Skate Shop, Ares Skate Supply, Illa Manila, Converse Philippines.","2,718","1,375",0,0,$0,$0,0
Kris Eng,"Goofy,  Age 22,  Sandy USA",None.,,,,,$0,$0,0
JuWon Eun,"Goofy,  Age 16,  Seoul KOR","BdSkateco, Oxtaminox, Sony Action Cam, Mistral, Rivella, Powerbreath.","1,375","1,977","3,289","1,324",$0,$0,0
Karla Rousse Espindola Arroyo,"Goofy,  Age 20,  DF MEX","Ahau Lija, Ahua Skateshop, Caracol Llantas..",,,,,$0,$0,0
Justin Eldridge,"Goofy,   Los Angeles USA","Chocolate, Lakai, Royal, Diamond, Fillmore, Val Surf.","33,914",341,"364,382",363,$0,$0,0
Juan Escoto,"Goofy,  Age 21,  Piru USA","Outsider Skateboards, Staylifted Co., ActiveOxnard, My Mother, Grandmother, Girlfriend.","3,173","1,287",0,0,$0,$0,0
JP Escobar,"Goofy,  Age 24,  OKC USA",None.,,,,,$0,$0,0
Josh Evans,"Regular,  Age 10,  Peoria USA",None.,,,,,$0,$0,0
Joshua Edwards AZ,"Regular,  Age 15,  Glendale USA",None.,,,,,$0,$0,0
Joshua Edwards,"Regular,  Age 25,  Toronto CAN",None.,,,,,$0,$0,0
Felix Hergert,"Regular,    DEU",None.,,,,,$0,$0,0
Fernando Hernandez,"Goofy,  Age 17,  Pomona USA",None.,,,,,$0,$0,0
Felix Hernandez,Houston USA,None.,,,,,$0,$0,0
Josue Estrada,MEX,None.,,,,,$0,$0,0
Felipe Humphreys,"Regular,  Age 19,  Florianapolis BRA",Layback Beer.,,,,,$0,$0,0
Fabian Herrera,"Goofy,  Age 18,  Huntington Park USA","Royal, Active El Segundo, Diamond, Lakai, Nixon, Glassy, Spifire (flow).","5,338","1,008",0,0,$0,$0,0
Felix Horacio Steidle,BRA,None.,,,,,$0,$0,0
Ezequiel Helmreich,"Age 21,   ARG","Fox Head, One Place, Purobmx.","9,663",767,0,0,$0,$0,0
Evric Harvey,"Goofy,  Age 24,  Fairburn USA",None.,,,,,$0,$0,0
Ethan Harrison,"Regular,  Age 14,  Port Berry CAN",None.,,,,,$0,$0,0
Fernando Hernandez Oaxaca,MEX,None.,,,,,$0,$0,0
Ethan Henry,AUS,None.,,,,,$0,$0,0
Felix Herda,"Goofy,  Age 22,  Montreal CAN",Dope Deal Skateboards.,,,,,$0,$0,0
Kenny Enarson,USA,None.,,,,,$0,$0,0
Ethan Harr,"Regular,  Age 25,  Richmond USA",Rewind (flow).,,,,,$0,$0,0
Erskin Hall,"Goofy,  Age 18,  VA Beach USA",None.,,,,,$0,$0,0
ken evans,"Age 49,  savannah USA",None.,,,,,$0,$0,0
Ethan Hendrickson,"Regular,  Age 15,  San Diego USA",None.,,,,,$0,$0,0
Ethan Hart,"Goofy,  Age 10,  Detroit USA",None.,,,,,$0,$0,0
Eric Hongisto,Penngrove USA,None.,,,,,$0,$0,0
Eric Hiel,"Regular,  Age 21,  Minneapolis USA","Cxxii Apparel, Obsolete skatebkards, Pinewskis bkardshop.",,,,,$0,$0,0
Eric Hansen,"Regular,  Age 26,  Seatte USA",None.,,,,,$0,$0,0
Enrique Herrera,"Regular,  Age 24,  Perth Amboy USA",NJ Skateshop.,520,"2,990",0,0,$0,$0,0
Eric Hall,"Regular,  Age 23,  Anderson USA",None.,,,,,$0,$0,0
Koston Eaton,"Regular,  Age 9,  Mesa USA","Stance (Flow), DC (Flow).",,,,,$0,$0,0
Emma Houle,"Regular,  Age 15,  Bakersfield USA","Girl is NOT a 4 Letter Word, Bakersfield Skateboarding Company and Balance Your Life Bracelets.","25,367",418,0,0,$0,$0,0
Emily Hill-Harrold,"Regular,  Age 14,  Berriedale AUS",None.,,,,,$0,$0,0
Emily Headson,"Goofy,  Age 12,  Lakeland USA","Gro, Headsons hardwood floors, Speed Doctor Bearings.",861,"2,523","3,301","1,322",$50,$50,1
Josh Eckert aka Gimpy,"Goofy,  Age 23,  Canton USA",None.,,,,,$0,$0,0
Josh Eckert,"Goofy,  Age 23,  Tampa USA",None.,,,,,$0,$0,0
Josh Elrod,"Regular,  Age 23,  Prairville USA",None.,,,,,$0,$0,0
Felix Hvidklint,"Regular,  Age 14,  Kalundborg DNK",None.,"1,403","1,956",0,0,$0,$0,0
Jose Espinoza,"Goofy,  Age 21,  San Antonio USA",Shout out to the family.,274,"3,358",0,0,$0,$0,0
Eric Hutchinson,"Regular,  Age 19,  San Jose USA","Skate Crime Skateboards, Poo Face, Knowgood Hardware.",0,0,160,"1,705",$0,$0,0
Erik Herrera,USA,HUF.,,,,,$0,$0,0
Emmanuel Isaí Hernández Aponte,"Goofy,  Age 18,  Chilpancingo MEX",None.,,,,,$0,$0,0
Jordan Elsey,"Regular,  Age 23,  Sacramento USA",None.,,,,,$0,$0,0
Jonas El Bakar,"Age 24,  Aachen DEU",Blackbox Skateshop.,,,,,$0,$0,0
Jonathan Ettman,"Regular,  Age 26,  West Palm USA","Shred Shed, Habitat Shoes and Boards.",,,,,$0,$0,0
Jonathan Emanuelson,"Goofy,  Age 16,  Glendale USA",None.,,,,,$0,$0,0
Ethan Higley,"Goofy,  Age 20,  East Aurora USA",None.,,,,,$0,$0,0
Josh Edwards,"Regular,  Age 18,  Peoria USA",None.,,,,,$0,$0,0
Jose Escamilla,"Regular,  Age 19,  Phoenix USA",None.,,,,,$0,$0,0
Jonathan Everett,"Regular,  Age 20,  Dallas USA",None.,,,,,$0,$0,0
Joe Enlow,"Regular,  Age 11,  Oklahoma City USA",None.,,,,,$0,$0,0
Joel Espinal,"Regular,  Age 20,  New York USA","Plan B (Flow), Nike SB, Bones Wheels.","2,892","1,342","3,434","1,314",$0,$0,0
Joel Esch,"Goofy,  Age 26,  Kansas City USA",None.,,,,,$0,$0,0
Jethro Enriquez,"Goofy,  Age 21,  Moreno Valley USA",Arkaid supply.,,,,,$0,$0,0
Johnnie Epp,"Goofy,  Age 17,  Dallas USA",None.,,,,,$0,$0,0
Jesus Esteban,"Regular,  Age 25,  Westwood USA",Arbor.,,,,,$0,$0,0
John Ellis,"Regular,  Age 19,  Las Vegas USA",Upstate Empire.,,,,,$0,$0,0
Jerry East,"Regular,  Age 31,  Anadarko USA","Rhythm Skateshop, Iconica Clothing.",,,,,$0,$0,0
Joey Esteban,"Goofy,  Age 26,  Las Vegas USA","Hurt Life Skateboards, Pharmacy, Hurt Life Skateboards, Krew, Theeve, Official Genius.",,,,,$0,$0,0
Jett Eaton,"Regular,  Age 19,  Mesa USA","DC Shoes (flow), Plan B, Bones, KTR.","29,476",381,"4,601","1,256",$0,$0,0
Jeiel Esquibel,"Age 11,  Denver USA",None.,,,,,$0,$0,0
Jermani Eves,"Goofy,  Age 19,  Atlanta USA",None.,,,,,$0,$0,0
Jermaei Eves,"Goofy,  Age 19,  McDoughan USA",None.,,,,,$0,$0,0
Jesse Elkinton,"Regular,  Age 25,  Portland USA",None.,,,,,$0,$0,0
Jason Enns,"Age 41,  Norco USA",None.,,,,,$0,$0,0
Jared Eberwein,"Age 26,  Colton USA","FreeAgent, Profile, Kind.","7,621",852,0,0,$0,$0,0
Joe Espinoza,"Goofy,  Age 35,  Glendale USA",None.,,,,,$0,$0,0
Jared Eberwien,"Regular,  Age 26,  Riverside USA","Free Agent, Profile Racing, Cti, Five Ten, Garden of Life, Insp.","7,899",840,0,0,$0,$0,0
Jared Easter,"Regular,  Age 15,  Lamsburg USA",None.,"1,062","2,284",0,0,$0,$0,0
Jeremy Ellin,"Goofy,  Age 15,  Tampa USA",None.,440,"3,115",0,0,$0,$0,0
James (AZ) Edwards,"Goofy,  Age 22,  Tucson USA",None.,,,,,$0,$0,0
Jaron Eggert,"Goofy,  Age 27,  Denver USA",None.,,,,,$0,$0,0
Jallel Escobar,"Regular,  Age 15,  Phoenix USA",None.,,,,,$0,$0,0
James Edwards,"Regular,  Age 22,  Houston USA",None.,,,,,$0,$0,0
Jake Edwards,"Regular,  Age 26,  Queensland AUS","Globe, Independent, Creature.",,,,,$0,$0,0
James Ellery,"Regular,  Age 23,  Portland USA",None.,,,,,$0,$0,0
Jeffrey Etienne,"Goofy,  Age 20,  Naples USA",None.,,,,,$0,$0,0
James Espinoza,"Goofy,  Age 26,  Grenada Hills USA","eS Footwear, Andale, Quite Life, Grizzly Grip, Bones Wheels, Val Surf.",,,,,$0,$0,0
Jayke Ellingson,"Regular,  Age 13,  Phoenix USA",None.,,,,,$0,$0,0
Jaden Evans,"Regular,  Age 17,  Minneapolis USA",None.,,,,,$0,$0,0
Jake Eagleson,"Regular,  Age 12,  Long Beach USA",Epic BMX.,456,"3,091",0,0,$0,$0,0
Jacob Evans,"Regular,  Age 27,  Phoenix USA","Smooth talk stuff , DCshoes.",,,,,$0,$0,0
Jack Erikson,"Goofy,  Age 22,  Wickenburg USA",None.,,,,,$0,$0,0
Jackson Escobar aka Sticky,"Goofy,  Age 13,  Austin USA","Diablos Racing, Stryker Wheels, Central Texas BMX.",,,,,$0,$0,0
Jagger Eaton,"Regular,  Age 16,  Mesa USA","DC, Plan B, Bones, Independent, Red Bull, KTR.","162,402",80,"312,437",388,$0,$0,0
Ivan Esquivias,"Regular,  Age 23,  Bakersfield USA",None.,,,,,$0,$0,0
Iraia Escobar,EUS,None.,,,,,$0,$0,0
Jorge Esquivel F,MEX,None.,,,,,$0,$0,0
Hayden Estrada,"Goofy,  Age 23,  Torance USA",Vanguard Skate Shop.,,,,,$0,$0,0
Isaiah Edward,"Regular,  Age 18,  Brooklyn USA","Harold Hunter Foundation, Trophy Grip, Honey Brand (Flow).",,,,,$0,$0,0
Hayden Effler,"Regular,   SLC USA",None.,,,,,$0,$0,0
Jackson Ellis,"Goofy,  Age 16,  Chandler USA","PLANB (Flow), Supra (Flow), Witch Grip Tape (flow), Freedom Board Shop.",,,,,$0,$0,0
Imoh Ekasi-Otu,"Regular,  Age 23,  Fairfax USA",None.,,,,,$0,$0,0
Gokhan Ertan,Izmir TUR,None.,,,,,$0,$0,0
Ian Erickson,"Age 25,  Zurich USA",None.,,,,,$0,$0,0
Emanuel Hernandez,Guerrero MEX,None.,,,,,$0,$0,0
Emil Holst,"Goofy,  Age 18,  Christiania DNK","Alis, CIRCUS CIRCUS.",,,,,$0,$0,0
Elijah Hutchins,"Goofy,  Age 18,  Columbus USA",None.,,,,,$0,$0,0
Elijah Hernandez,"Goofy,  Age 11,  Baton Rouge USA",None.,,,,,$0,$0,0
Elias Holberg,"Goofy,  Age 13,  Malvik NOR",None.,367,"3,227",0,0,$0,$0,0
Emiliano Hernandez,"Goofy,   Miami USA",None.,,,,,$0,$0,0
Jesse Entriken,"Regular,  Age 13,  Gawler AUS",None.,60,"3,615",0,0,$0,$0,0
Edgar Hernandez,"Regular,  Age 21,  Houston USA",None.,,,,,$0,$0,0
Elias Hernandez,"Goofy,  Age 27,  Glendale USA",None.,,,,,$0,$0,0
Edward Henrich,"Regular,  Age 24,  Fairfax USA",None.,,,,,$0,$0,0
Eddie Harmon,"Age 18,  Dallas USA",None.,,,,,$0,$0,0
Edgar Hawkins,"Goofy,  Age 44,  San Diego USA",None.,,,,,$0,$0,0
Elias Heitmann,"Goofy,  Age 14,  Bergen NOR",Ten Skateboards.,906,"2,472",0,0,$0,$0,0
Gilbert Estrada aka Lil Gee,"Regular,   Ontario USA","Silver Trucks (flow), FKD (flow), Mainline Board Shop, Covert Mainline.",,,,,$0,$0,0
Galen Emery,"Regular,  Age 22,  Tacoma USA",Black Market Skateshop.,"1,887","1,670","2,283","1,389",$0,$0,0
Giovanni Matteo Emiliani,Milano ITA,None.,,,,,$0,$0,0
Franco Exenberger,"Goofy,  Age 10,  Schwaz AUT",None.,283,"3,345",0,0,$0,$0,0
Francky Eyoum,USA,None.,,,,,$0,$0,0
Gabriel Ellefsen,"Regular,  Age 16,  Trondheim NOR",None.,170,"3,504",0,0,$0,$0,0
Felipe Esbarza,"Regular,  Age 23,  chiacgo USA",None.,,,,,$0,$0,0
Felipe Esparza,"Regular,  Age 23,  Chicago USA",None.,,,,,$0,$0,0
Gabriel Ellison,"Goofy,  Age 8,  Seymour USA",None.,,,,,$0,$0,0
Feliepe Elgueta,"Goofy,  Age 15,  Santiago CHL",None.,,,,,$0,$0,0
Ethan Ethanvivier,"Regular,  Age 13,  Lincoin USA",None.,,,,,$0,$0,0
Forrest Edwards,"Regular,  Age 27,  Riverside USA","Zero, Pig, Sock Posse Socks, Emerica.","45,365",271,"1,503,690",154,$0,$0,0
George Everson,"Goofy,  Age 18,   USA",None.,,,,,$0,$0,0
Eric Ehrhardt,"Goofy,  Age 23,  Berlin DEU","Adidas, Civilist.",,,,,$0,$0,0
Eric Elliot,"Goofy,  Age 27,  Bethlaham USA","Homebase,.",,,,,$0,$0,0
Efren Esteban Hoyos Vasquez,"Goofy,  Age 20,  Colombia COL",None.,,,,,$0,$0,0
Dylan Heady,"Regular,  Age 13,  Detroit USA",None.,,,,,$0,$0,0
